"State Code","County Code","Site Number","Latitude","Longitude","Datum","Elevation","Land Use","Location Setting","Site Established Date","Site Closed Date","Met Site State Code","Met Site County Code","Met Site Site Number","Met Site Type","Met Site Distance","Met Site Direction","GMT Offset","Owning Agency","Local Site Name","Address","Zip Code","State Name","County Name","City Name","CBSA Name","Tribe Name","Extraction Date"
"01","001","0001",32.437458,-86.472891,"WGS84",64,"RESIDENTIAL","SUBURBAN","1974-05-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","KING ARTHUR TRAILER COURT, PRATTVILLE,AL","36067","Alabama","Autauga","Prattville","Montgomery, AL","","2024-11-20"
"01","001","0002",32.42847,-86.443585,"WGS84",0,"AGRICULTURAL","RURAL","1980-01-01","1982-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","COUNTY RD 4 PRATTVILLE EXPERIMENT ST","","Alabama","Autauga","Prattville","Montgomery, AL","","2024-11-20"
"01","001","0003",32.332659,-86.791521,"WGS84",41,"FOREST","RURAL","1989-08-31","1990-11-30","","","","","","",-6,"Al Dept Of Env Mgt","","1170 COUNTY RD.15 SO., SELMA, AL. 36701","36003","Alabama","Autauga","Not in a City","Montgomery, AL","","2024-11-20"
"01","003","0001",0,0,"NAD27",0,"UNKNOWN","RURAL","1959-01-01","1959-12-31","","","","","","",-6,"US EPA National Exposure Research Lab","","CHANDLER RESIDENCE FT MORGAN STATE PARK","","Alabama","Baldwin","Not in a city","Daphne-Fairhope-Foley, AL","","2024-11-20"
"01","003","0002",30.552367,-87.706911,"WGS84",0,"COMMERCIAL","RURAL","1974-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","COR PENNSYLVANIA & CHICAGO (ROBERTSDALE)","36567","Alabama","Baldwin","Robertsdale","Daphne-Fairhope-Foley, AL","","2024-11-20"
"01","003","0003",30.555472,-87.713599,"WGS84",49,"COMMERCIAL","URBAN AND CENTER CITY","1977-08-12","1987-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","RACINE AND MICHIGAN ST, ROBERTSDALE, AL.","","Alabama","Baldwin","Not in a city","Daphne-Fairhope-Foley, AL","","2024-11-20"
"01","003","0010",30.497478,-87.880258,"NAD83",37.19,"COMMERCIAL","SUBURBAN","2000-01-01","","","","","ON-SITE MET EQUIP","","",-6,"Al Dept Of Env Mgt","FAIRHOPE, Alabama","FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA","36532","Alabama","Baldwin","Fairhope","Daphne-Fairhope-Foley, AL","","2024-11-20"
"01","005","0001",31.891272,-85.13521,"WGS84",85,"COMMERCIAL","SUBURBAN","1974-01-01","1994-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","601 EAST BARBOUR US HGWY 82","","Alabama","Barbour","Eufaula","Eufaula, AL-GA","","2024-11-20"
"01","005","0002",31.664302,-85.606175,"WGS84",143.26,"FOREST","SUBURBAN","2003-10-06","","","","","","","",-6,"Al Dept Of Env Mgt","CLIO","437 COUNTY ROAD 8, CLIO, ALABAMA","","Alabama","Barbour","Not in a city","Eufaula, AL-GA","","2024-11-20"
"01","007","0001",32.904048,-87.233057,"WGS84",445,"AGRICULTURAL","RURAL","1991-07-15","","","","","","","",-6,"Environmental Science & Engineering, Inc (Ese)","","11.8 KM SW OF CENTREVILLE ON CNTY RD 25.","35034","Alabama","Bibb","Centreville (Centerville)","Birmingham-Hoover, AL","","2024-11-20"
"01","009","0001",33.95702,-86.464443,"WGS84",250,"MOBILE","URBAN AND CENTER CITY","1957-01-01","1978-05-18","","","","","","",-6,"Al Dept Of Env Mgt","","COUNTY HEALTH DEPT 1002 2ND AVE EAST","35121","Alabama","Blount","Oneonta","Birmingham-Hoover, AL","","2024-11-20"
"01","009","0002",33.949542,-86.473042,"WGS84",6,"COMMERCIAL","URBAN AND CENTER CITY","1979-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","5TH E & 4TH ST NORTH","","Alabama","Blount","Oneonta","Birmingham-Hoover, AL","","2024-11-20"
"01","015","0001",33.656771,-85.824409,"WGS84",237,"COMMERCIAL","URBAN AND CENTER CITY","1972-01-01","1998-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","309 EAST 8TH STREET","","Alabama","Calhoun","Anniston","Anniston-Oxford-Jacksonville, AL","","2024-11-20"
"01","015","0002",33.685659,-85.837744,"WGS84",247,"INDUSTRIAL","SUBURBAN","1974-05-03","1985-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","BLUE MTN POST OFFICE","","Alabama","Calhoun","Anniston","Anniston-Oxford-Jacksonville, AL","","2024-11-20"
"01","021","0001",32.83956,-86.637809,"WGS84",213,"RESIDENTIAL","SUBURBAN","1972-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","112 AUGUSTA STREET","35045","Alabama","Chilton","Clanton","Birmingham-Hoover, AL","","2024-11-20"
"01","021","0002",32.83957,-86.628871,"WGS84",171,"COMMERCIAL","URBAN AND CENTER CITY","1976-01-01","1993-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1ST AVE & 5TH AVE","","Alabama","Chilton","Clanton","Birmingham-Hoover, AL","","2024-11-20"
"01","023","0001",32.209311,-88.051961,"WGS84",39,"INDUSTRIAL","RURAL","1974-01-01","1980-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","P.O. BOX 111","","Alabama","Choctaw","Not in a city","","","2024-11-20"
"01","023","0002",32.2057,-88.053628,"WGS84",37,"INDUSTRIAL","RURAL","1981-01-01","1987-01-01","","","","","","",-6,"Al Dept Of Env Mgt","","P.O. BOX 183","","Alabama","Choctaw","Not in a City","","","2024-11-20"
"01","025","0001",31.966669,-87.782035,"WGS84",160,"AGRICULTURAL","RURAL","1972-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","CLARKE STREET (GROVE HILL)","36784","Alabama","Clarke","Not in a City","","","2024-11-20"
"01","025","0002",31.694265,-87.773463,"WGS84",152,"COMMERCIAL","SUBURBAN","1974-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","GROVE HILL MEMORIAL HOSPITAL HWY 43","36451","Alabama","Clarke","Grove Hill","","","2024-11-20"
"01","027","0001",33.284928,-85.803608,"NAD83",344.42,"RESIDENTIAL","RURAL","1991-03-25","","","","","ON-SITE MET EQUIP","","",-6,"Al Dept Of Env Mgt","ASHLAND","ASHLAND AIRPORT","36251","Alabama","Clay","Ashland","","","2024-11-20"
"01","031","0002",31.056847,-87.259142,"WGS84",0,"UNKNOWN","UNKNOWN","1975-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","UNKNOWN","","Alabama","Coffee","Enterprise","Enterprise, AL","","2024-11-20"
"01","033","0001",34.737034,-87.886701,"WGS84",143,"AGRICULTURAL","RURAL","1973-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","2.3 MI W OF COLBERT POWER PLANT","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0002",34.781787,-87.646127,"WGS84",152,"INDUSTRIAL","RURAL","1973-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.7 MI WNW OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0003",34.770676,-87.646127,"WGS84",152,"INDUSTRIAL","RURAL","1973-01-01","1974-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.6 MI N OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0004",34.771231,-87.628348,"WGS84",168,"INDUSTRIAL","RURAL","1973-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.2 MI NE OF OACD","35661","Alabama","Colbert","Muscle Shoals","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0005",34.762064,-87.64946,"WGS84",158,"AGRICULTURAL","RURAL","1973-01-01","1974-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.1 MI S OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0006",34.764009,-87.661683,"WGS84",168,"INDUSTRIAL","RURAL","1973-01-01","1974-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.3 MI SW OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0007",34.760089,-87.665029,"WGS84",162,"INDUSTRIAL","RURAL","1973-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.5 MI SW OF OACD","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0008",34.760922,-87.643085,"WGS84",155,"AGRICULTURAL","RURAL","1973-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.2 MI S OF OACD","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0009",34.783453,-87.651127,"WGS84",152,"INDUSTRIAL","RURAL","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.4 MI NW OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0010",34.780676,-87.636126,"WGS84",168,"INDUSTRIAL","RURAL","1973-01-01","1974-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.6 MI ENE OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0011",34.782342,-87.625015,"WGS84",168,"AGRICULTURAL","RURAL","1973-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.2 MI ENE OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0012",34.78012,-87.632515,"WGS84",165,"AGRICULTURAL","RURAL","1973-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.77 MI ENE OF OACD","35661","Alabama","Colbert","Muscle Shoals","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0026",34.740646,-87.880312,"WGS84",155,"AGRICULTURAL","RURAL","1974-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","2.4 MI W OF COLBERT STEAM PLANT","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0027",34.720368,-87.819755,"WGS84",143,"AGRICULTURAL","RURAL","1974-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","2.3 MI SE OF COLBERT STEAM PLANT","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0028",34.6604,-87.776964,"WGS84",174,"AGRICULTURAL","RURAL","1974-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.2 MI WSW OF OACD","35674","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0031",34.786508,-87.643626,"WGS84",140,"INDUSTRIAL","RURAL","1974-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.6 MI N OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0032",34.779564,-87.637793,"WGS84",168,"INDUSTRIAL","RURAL","1974-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.5 MI ENE OF OACD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0033",34.761756,-87.639195,"WGS84",155,"AGRICULTURAL","RURAL","1974-01-01","1997-12-31","","","","","","",-6,"Tennessee Valley Authority","","1.1 MI SSE OF OACD","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0034",34.762311,-87.662251,"WGS84",168,"INDUSTRIAL","RURAL","1974-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.4 MI SW OF OACD","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0035",34.772033,-87.901423,"WGS84",146,"AGRICULTURAL","RURAL","1976-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","TVA 3.5 MI WNW OF COLBERT STEAM PLANT","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0036",34.716757,-87.881701,"WGS84",149,"AGRICULTURAL","RURAL","1975-01-15","1988-06-26","","","","","","",-6,"Tennessee Valley Authority","","TVA COLBERT 9    2.6 MI SW COLBERT FOSSI","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0037",34.689813,-87.849756,"WGS84",154,"AGRICULTURAL","RURAL","1976-01-01","1997-12-31","","","","","","",-6,"Tennessee Valley Authority","","3.7 MI S OF COLBERT STEAM PLANT","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0038",34.737342,-87.838077,"WGS84",143,"COMMERCIAL","RURAL","1976-01-01","1978-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","0.8 MILE S E OF COLBERT STEAM PLANT","35674","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0039",34.740923,-87.879756,"WGS84",155,"AGRICULTURAL","RURAL","1978-01-01","1997-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1.76 MILES W OF COLBERT STEAM PLANT","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0040",34.735368,-87.875312,"WGS84",137,"AGRICULTURAL","RURAL","1979-01-01","1997-12-31","","","","","","",-6,"Tennessee Valley Authority","","FM PLANT ACCESS RD,GO WEST ON 72, 1.1 MI","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0041",34.7637,-87.652807,"WGS84",158,"INDUSTRIAL","SUBURBAN","1983-01-01","","","","","","","",-6,"Tennessee Valley Authority","","0.98 MI. SSW OF NFDC CHIMNEY","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0042",34.762033,-87.662251,"WGS84",168,"INDUSTRIAL","SUBURBAN","1983-01-01","","","","","","","",-6,"Tennessee Valley Authority","","1.4 MI. SW OF NFDC CHIMNEY","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0043",34.73259,-87.857534,"WGS84",140,"AGRICULTURAL","RURAL","1983-09-27","","","","","","","",-6,"Tennessee Valley Authority","","TVA COLBERT 13   0.9 MI SW COLBERT FP","","Alabama","Colbert","Not in a city","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0044",34.690647,-87.821422,"WGS84",238,"AGRICULTURAL","RURAL","1983-09-26","","","","","","","",-6,"Tennessee Valley Authority","","TVA COLBERT 14___3.98 MI SE COLBERT FP","","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","0045",34.737342,-87.838077,"WGS84",14,"AGRICULTURAL","RURAL","1975-11-11","1975-12-31","","","","ON-SITE MET EQUIP","","",-6,"Tennessee Valley Authority","","PO BOX 2000 TUSCUMBIA AL 35674","35674","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","1001",34.761676,-87.638685,"WGS84",162,"INDUSTRIAL","SUBURBAN","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","WILSON DAM ROAD","35661","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","1002",34.762619,-87.638097,"NAD83",122,"INDUSTRIAL","SUBURBAN","1977-01-01","2019-11-01","","","","ON-SITE MET EQUIP","","",-6,"Al Dept Of Env Mgt","MUSCLE SHOALS","WILSON DAM RD AND 2ND ST.","35661","Alabama","Colbert","Muscle Shoals","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","1003",34.7589,-88.0138,"WGS84",148,"FOREST","RURAL","2009-05-06","","","","","","","",-6,"National Park Service","","Natchez Trace Parkway","35616","Alabama","Colbert","Not in a City","Florence-Muscle Shoals, AL","","2024-11-20"
"01","033","2001",34.751509,-87.681684,"WGS84",168,"RESIDENTIAL","SUBURBAN","1974-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","2. MI WSW OF OACD","35660","Alabama","Colbert","Sheffield","Florence-Muscle Shoals, AL","","2024-11-20"
"01","035","0001",31.477664,-86.963307,"WGS84",78,"COMMERCIAL","URBAN AND CENTER CITY","1972-01-01","1998-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","COUNTY HEALTH DEPT","","Alabama","Conecuh","Evergreen","","","2024-11-20"
"01","039","0001",31.305727,-86.488569,"WGS84",76,"RESIDENTIAL","SUBURBAN","1972-01-01","1994-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","300 WEST WATSON ST.","","Alabama","Covington","Andalusia","","","2024-11-20"
"01","043","0001",34.180758,-86.841452,"WGS84",244,"RESIDENTIAL","URBAN AND CENTER CITY","1972-01-01","1976-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","305 N 4TH AVE E","35055","Alabama","Cullman","Cullman","Cullman, AL","","2024-11-20"
"01","043","0002",34.179266,-86.843612,"WGS84",248,"COMMERCIAL","URBAN AND CENTER CITY","1976-01-01","1989-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","204 2ND AVE NE","","Alabama","Cullman","Cullman","Cullman, AL","","2024-11-20"
"01","043","0003",34.194821,-86.856391,"WGS84",0,"COMMERCIAL","URBAN AND CENTER CITY","1983-01-01","1988-12-31","","","","","","",-6,"Al Dept Of Env Mgt","LDP PARAMETERS ESTIMATED","CULLMAN FAIRGROUNDS, CULLMAN COUNTY","","Alabama","Cullman","Cullman","Cullman, AL","","2024-11-20"
"01","047","0001",32.102367,-87.31416,"WGS84",0,"RESIDENTIAL","SUBURBAN","1972-01-01","1974-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","METHODIST CHILDREN'S HOME","","Alabama","Dallas","Selma","Selma, AL","","2024-11-20"
"01","047","0002",32.408193,-87.017768,"WGS84",52,"COMMERCIAL","URBAN AND CENTER CITY","1974-01-01","1998-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","ALABAMA AVE AT FRANKLIN STREET.","","Alabama","Dallas","Selma","Selma, AL","","2024-11-20"
"01","049","0001",34.456508,-85.671628,"WGS84",488,"AGRICULTURAL","RURAL","1997-01-01","","","","","","","",-6,"Al Dept Of Env Mgt","","29.9 MI S OF WIDOWS CREEK POWER PLANT","35967","Alabama","DeKalb","Fort Payne","Fort Payne, AL","","2024-11-20"
"01","049","0002",34.419016,-85.714401,"WGS84",460,"AGRICULTURAL","RURAL","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","32.17 MI S OF WIDOWS CREEK POWER PLANT","35967","Alabama","DeKalb","Fort Payne","Fort Payne, AL","","2024-11-20"
"01","049","0003",34.466237,-85.641065,"WGS84",497,"AGRICULTURAL","RURAL","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","29.5 MI SSE OF WIDOWS CREEK POWER PLANT","35967","Alabama","DeKalb","Fort Payne","Fort Payne, AL","","2024-11-20"
"01","049","0004",34.444849,-85.685789,"WGS84",477,"AGRICULTURAL","RURAL","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","31.0 MI S OF WIDOWS CREEK POWER PLANT","35967","Alabama","DeKalb","Fort Payne","Fort Payne, AL","","2024-11-20"
"01","049","0005",34.495116,-85.865264,"WGS84",402,"AGRICULTURAL","RURAL","1997-01-01","","","","","","","",-6,"Al Dept Of Env Mgt","","27.5 MILES SSW OF WIDOWS CREEK STEAM PPL","35986","Alabama","DeKalb","Rainsville","Fort Payne, AL","","2024-11-20"
"01","049","0006",34.525372,-85.899937,"WGS84",378,"AGRICULTURAL","RURAL","1997-01-01","","","","","","","",-6,"Al Dept Of Env Mgt","","25.9 MILES SSW OF WIDOWS CREEK STEAM PPL","35971","Alabama","DeKalb","Powell","Fort Payne, AL","","2024-11-20"
"01","049","0007",34.495126,-85.865239,"WGS84",402,"AGRICULTURAL","RURAL","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","27.5 MI SSW OF WIDOWS CREEK STEAM PLANT","35986","Alabama","DeKalb","Rainsville","Fort Payne, AL","","2024-11-20"
"01","049","0008",34.525125,-85.899962,"WGS84",378,"AGRICULTURAL","RURAL","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","25.9 MI SSW OF WIDOWS CREEK STEAM PLANT","35971","Alabama","DeKalb","Powell","Fort Payne, AL","","2024-11-20"
"01","049","0009",34.291783,-85.958621,"WGS84",347,"AGRICULTURAL","RURAL","1997-01-01","","","","","","","",-6,"Al Dept Of Env Mgt","","42.7 MILE S.S W OF WIDOWS CREEK STEAM","35962","Alabama","DeKalb","Not in a City","Fort Payne, AL","","2024-11-20"
"01","049","1001",34.438067,-85.726677,"WGS84",276,"COMMERCIAL","URBAN AND CENTER CITY","1972-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","500 GRAND AVE","35967","Alabama","DeKalb","Fort Payne","Fort Payne, AL","","2024-11-20"
"01","049","1002",34.456199,-85.707189,"WGS84",274,"RESIDENTIAL","SUBURBAN","1977-01-01","2002-03-27","","","","","","",-6,"Al Dept Of Env Mgt","FT.PAYNE (CLOSED)","1500 WILLIAMS AVE. N.E.","","Alabama","DeKalb","Fort Payne","Fort Payne, AL","","2024-11-20"
"01","049","1003",34.288567,-85.969858,"NAD83",500,"AGRICULTURAL","RURAL","1998-12-01","","","","","","","",-6,"Al Dept Of Env Mgt","CROSSVILLE","13112 HWY.68 , CROSSVILLE AL. 35962","35962","Alabama","DeKalb","Crossville","Fort Payne, AL","","2024-11-20"
"01","049","9991",34.289001,-85.970065,"NAD83",352,"AGRICULTURAL","RURAL","1988-11-17","","","","","","","",-6,"USEPA - Clean Air Markets Division","Sand Mountain","Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962","35962","Alabama","DeKalb","Crossville","Fort Payne, AL","","2024-11-20"
"01","051","0001",32.498567,-86.136587,"WGS84",53.95,"AGRICULTURAL","RURAL","1990-03-01","2016-06-27","","","","","","",-6,"Al Dept Of Env Mgt","DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA","36093","Alabama","Elmore","Wetumpka","Montgomery, AL","","2024-11-20"
"01","051","0002",32.583466,-85.93246,"WGS84",400,"RESIDENTIAL","SUBURBAN","1982-03-30","","","","","","","",-6,"Al Dept Of Env Mgt","MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.","164 MCNEAL ST., TALLASSEE, AL 36078","","Alabama","Elmore","Tallassee","Montgomery, AL","","2024-11-20"
"01","051","0003",32.538364,-86.232347,"NAD83",54,"COMMERCIAL","URBAN AND CENTER CITY","2017-03-16","2017-10-31","","","","","","",-6,"Al Dept Of Env Mgt","Wetumpka (WET)","206 Queen Ann Road, Wetumpka, Alabama  36092","36092","Alabama","Elmore","Wetumpka","Montgomery, AL","","2024-11-20"
"01","051","0004",32.53568,-86.255193,"NAD83",54,"INDUSTRIAL","URBAN AND CENTER CITY","2018-03-20","","","","","","","",-6,"Al Dept Of Env Mgt","Wetumpka Westside Technology Park","3148 Elmore Road, Wetumpka, Alabama 36092","36092","Alabama","Elmore","Wetumpka","Montgomery, AL","","2024-11-20"
"01","053","0001",31.108815,-87.07094,"WGS84",37,"RESIDENTIAL","SUBURBAN","1972-01-01","1979-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","204 SOWELL STREET","36426","Alabama","Escambia","Brewton","","","2024-11-20"
"01","053","0002",31.106567,-87.071081,"NAD83",50,"COMMERCIAL","URBAN AND CENTER CITY","1979-11-01","2007-12-30","","","","","","",-6,"Al Dept Of Env Mgt","BREWTON (CLOSED 12/30/07)","BELLVILLE AVE.BREWTON","36426","Alabama","Escambia","Brewton","","","2024-11-20"
"01","053","1000",31.0921,-87.5435,"NAD83",89.61,"AGRICULTURAL","RURAL","2014-09-01","","","","","","","",-6,"Poarch Band of Creek Indians","PCI MET1","Jack Springs Rd","36502","Alabama","Escambia","Not in a City","","Poarch Band of Creek Indians","2024-11-20"
"01","055","0001",33.999819,-86.107475,"WGS84",17,"RESIDENTIAL","SUBURBAN","1981-01-01","","","","","","","",-6,"Al Dept Of Env Mgt","","ATTALLA COMMUNITY CENTER","","Alabama","Etowah","Attalla","Gadsden, AL","","2024-11-20"
"01","055","0002",34.039066,-85.971405,"WGS84",177,"RESIDENTIAL","SUBURBAN","1972-01-01","1978-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","FIRE DEPT GOLDENROD AVE","35901","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","055","0003",34.011208,-86.057473,"WGS84",173,"INDUSTRIAL","URBAN AND CENTER CITY","1972-01-01","1990-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","WALNUT PARK FIRE STATION","","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","055","0004",34.007305,-86.03961,"WGS84",160,"INDUSTRIAL","URBAN AND CENTER CITY","1973-01-01","1977-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","1800 CHESTNUT STREET","35904","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","055","0005",33.996487,-86.047195,"WGS84",152,"RESIDENTIAL","SUBURBAN","1977-02-01","1986-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","SOUTH 11TH ST.AND HALL STREET","","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","055","0008",34.015097,-86.012194,"WGS84",0,"RESIDENTIAL","SUBURBAN","1984-02-01","","","","","","","",-6,"Al Dept Of Env Mgt","GADSDEN","3200 WALNUT ST","","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","055","0010",33.98821,-85.992556,"WGS84",50,"COMMERCIAL","URBAN AND CENTER CITY","2000-01-01","","","","","","","",-6,"Al Dept Of Env Mgt","GADSDEN C. COLLEGE","314 COLLEGE DRIVE, GADSDEN, AL 35902","35903","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","055","0011",33.904039,-86.053867,"NAD83",152.4,"AGRICULTURAL","SUBURBAN","2002-04-26","2023-12-31","","","","","","",-6,"Al Dept Of Env Mgt","SOUTHSIDE","1450 PARKER ANDERSON LANE, SOUTHSIDE, AL 35907","35907","Alabama","Etowah","Southside","Gadsden, AL","","2024-11-20"
"01","055","1001",34.015375,-86.012194,"WGS84",172,"COMMERCIAL","URBAN AND CENTER CITY","1964-01-01","1998-09-01","","","","","","",-6,"Al Dept Of Env Mgt","","109 SOUTH 8TH STREET","","Alabama","Etowah","Gadsden","Gadsden, AL","","2024-11-20"
"01","059","0001",34.511762,-87.718088,"WGS84",234,"COMMERCIAL","SUBURBAN","1974-01-01","1998-12-31","","","","","","",-6,"Al Dept Of Env Mgt","","NORTH ALABAMA HOSPITAL","","Alabama","Franklin","Russellville","","","2024-11-20"
"01","061","0001",31.118822,-86.157749,"WGS84",0,"AGRICULTURAL","RURAL","1994-02-09","1998-11-01","","","","","","",-6,"Al Dept Of Env Mgt","WEST OF SAMSON ON COUNTY RD 54.  FIRST TURN RT AT RD ENTERING HWY 54","FIRST RT W. OFF COUNTY RD 54, SAMSON, AL","36477","Alabama","Geneva","Not in a City","Dothan, AL","","2024-11-20"
