"State Code","County Code","Site Number","Latitude","Longitude","Datum","Elevation","Land Use","Location Setting","Site Established Date","Site Closed Date","Met Site State Code","Met Site County Code","Met Site Site Number","Met Site Type","Met Site Distance","Met Site Direction","GMT Offset","Owning Agency","Local Site Name","Address","Zip Code","State Name","County Name","City Name","CBSA Name","Tribe Name","Extraction Date"
"16","055","0012",47.802796,-116.79482,"WGS84",0,"AGRICULTURAL","RURAL","1995-08-01","2000-04-02","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","SITE NEAR GRAVEL ROAD AND SURROUNDED BY AG. FIELDS (GRASS AND WHEAT)","MEYER'S RANCH/WEST 855 BOEKEL ROAD","","Idaho","Kootenai","Not in a City","Coeur d'Alene, ID","","2024-11-20"
"16","055","0013",47.782603,-116.882929,"WGS84",0,"AGRICULTURAL","RURAL","2000-04-01","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","10 METER TOWER EAST OF HAYDEN ON RATHDRUM PRARIE.","OFF HIGHWAY 41, RATHDRUM PRARIE","","Idaho","Kootenai","Hayden","Coeur d'Alene, ID","","2024-11-20"
"16","055","0014",47.721597,-116.92615,"WGS84",640,"RESIDENTIAL","RURAL","2001-08-17","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","1353 1/2 SYRINGA","","Idaho","Kootenai","Post Falls","Coeur d'Alene, ID","","2024-11-20"
"16","055","0015",47.715385,-116.827245,"NAD83",686.7144,"AGRICULTURAL","SUBURBAN","2019-12-17","","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","Nusery Road","83815","Idaho","Kootenai","Not in a City","Coeur d'Alene, ID","","2024-11-20"
"16","055","1001",47.724346,-116.944363,"WGS84",674,"RESIDENTIAL","SUBURBAN","1986-01-01","1987-10-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","POST FALLS HIGH SCHOOL","","Idaho","Kootenai","Post Falls","Coeur d'Alene, ID","","2024-11-20"
"16","055","1002",47.776016,-116.811583,"WGS84",677,"AGRICULTURAL","RURAL","1970-01-01","1980-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","COEUR D'ALENE AIRPORT (COEUR D'ALENE)","","Idaho","Kootenai","Not in a city","Coeur d'Alene, ID","","2024-11-20"
"16","057","0001",46.730415,-116.995765,"WGS84",785,"COMMERCIAL","URBAN AND CENTER CITY","1971-01-01","1976-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","CITY HALL 122 E 4TH","83843","Idaho","Latah","Moscow","Moscow, ID","","2024-11-20"
"16","057","0002",46.729609,-117.009332,"WGS84",792,"RESIDENTIAL","URBAN AND CENTER CITY","1976-01-01","1981-12-31","","","","","","",-8,"Engineering Science, Inc","","UNIV OF IDAHO-BUCHANAN BLDG--6TH AND LIN","","Idaho","Latah","Moscow","Moscow, ID","","2024-11-20"
"16","057","0004",46.73211,-116.997942,"WGS84",792,"RESIDENTIAL","SUBURBAN","1987-02-14","1988-03-29","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","HIGH SCHOOL ANNEX BLDG/325 E 3RD","","Idaho","Latah","Moscow","Moscow, ID","","2024-11-20"
"16","057","0005",46.72182,-116.960177,"WGS84",800.7096,"AGRICULTURAL","RURAL","2001-08-01","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","Moscow","1025 PLANT SCIENCES ROAD","","Idaho","Latah","Moscow","Moscow, ID","","2024-11-20"
"16","059","0001",45.169089,-113.867567,"WGS84",0,"RESIDENTIAL","URBAN AND CENTER CITY","1990-11-13","1993-11-30","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","401 CHALLIS","","Idaho","Lemhi","Salmon","","","2024-11-20"
"16","059","0002",45.171924,-113.891719,"WGS84",0,"RESIDENTIAL","URBAN AND CENTER CITY","1994-09-28","2002-06-11","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","LOCATED ON ROOF OF SALMON SCHOOL MAINTENANCE STORAGE SHOP NEAR SJHS.","SALMON/SHARKEY ST","","Idaho","Lemhi","Salmon","","","2024-11-20"
"16","059","0003",45.161745,-113.89232,"WGS84",1218,"AGRICULTURAL","RURAL","1997-10-10","2002-05-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","SITE IN GRASSY FIELD NORTH OF BLM OFFICE.","0.8 MI SOUTH OF HWY 93/48 INTERSECTION","","Idaho","Lemhi","Salmon","","","2024-11-20"
"16","059","0004",45.181897,-113.890285,"WGS84",1197,"AGRICULTURAL","RURAL","2000-08-18","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","Salmon - Charles St.","618 North Saint Charles Street","83467","Idaho","Lemhi","Not in a City","","","2024-11-20"
"16","059","0005",45.168355,-113.889868,"WGS84",1280,"RESIDENTIAL","RURAL","2003-09-05","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","HIGHWAY 93 SOUTH - SALMON, IDAHO 83467","","Idaho","Lemhi","Salmon","","","2024-11-20"
"16","059","0007",45.158688,-114.026921,"WGS84",2788,"FOREST","RURAL","1993-12-04","","","","","","","",-7,"National Park Service","","Salmon NF","83467","Idaho","Lemhi","Not in a City","","","2024-11-20"
"16","061","0001",46.225174,-116.040974,"WGS84",0,"RESIDENTIAL","RURAL","1991-12-14","1993-06-18","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","903 3RD STREET","","Idaho","Lewis","Not in a city","","","2024-11-20"
"16","061","0002",46.22018,-116.028962,"WGS84",60,"RESIDENTIAL","URBAN AND CENTER CITY","1993-10-04","2002-07-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","SITE LOCATED NEXT TO KAMIAH HIGH SCHOOL FOOTBALL FIELD","KAMIAH/1221 HILL, KAMIAH","","Idaho","Lewis","Not in a City","","","2024-11-20"
"16","065","0001",43.825579,-111.78044,"WGS84",0,"COMMERCIAL","URBAN AND CENTER CITY","1994-09-21","1999-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","LOCATED ON ROOF OF KEY BANK OF IDAHO IN DOWNTOWN REXBURG.","REXBURG/110 EAST MAIN ST","","Idaho","Madison","Rexburg","Rexburg, ID","","2024-11-20"
"16","067","0001",42.619416,-113.676719,"WGS84",0,"RESIDENTIAL","URBAN AND CENTER CITY","1994-12-01","2002-07-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","RESIDENTIAL AREA NEAR DOWNTOWN RUPERT.","RUPERT/COUNTY COURTHOUSE 8TH & 'G' ST","","Idaho","Minidoka","Rupert","Burley, ID","","2024-11-20"
"16","069","0001",46.429859,-116.991871,"WGS84",229,"INDUSTRIAL","SUBURBAN","1966-01-01","1973-12-31","","","","","","",-8,"US EPA National Exposure Research Lab","","STATE HIGHWAY GARAGE HWY 95 AT 26TH ST","83501","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0002",46.414303,-117.01076,"WGS84",229,"INDUSTRIAL","URBAN AND CENTER CITY","1966-01-01","1970-01-01","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","1221 F STREET","83501","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0003",46.377637,-117.011315,"WGS84",457,"RESIDENTIAL","SUBURBAN","1971-01-01","1973-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","LEWISTON AIRPORT","83501","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0004",46.41544,-117.014046,"WGS84",229,"COMMERCIAL","URBAN AND CENTER CITY","1971-01-01","1981-12-31","","","","","","",-8,"Engineering Science, Inc","","CITY HALL 1134F","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0005",46.386526,-116.972425,"WGS84",457,"RESIDENTIAL","SUBURBAN","1972-01-01","1973-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","514 THAIN","83501","Idaho","Nez Perce","Not in a City","Lewiston, ID-WA","","2024-11-20"
"16","069","0006",46.429561,-116.992427,"WGS84",0,"INDUSTRIAL","SUBURBAN","1992-08-10","","","","","","","",-7,"Nez Perce Tribe, Idaho","","ISP BLDG/2700 N/S HWY 12-95","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","0007",46.375439,-117.005156,"WGS84",437,"RESIDENTIAL","SUBURBAN","1979-01-01","1980-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","FIRE STATION FOURTH AND BURRELL","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0008",46.424328,-117.023213,"WGS84",223,"COMMERCIAL","SUBURBAN","1979-01-01","1988-01-01","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","ARMY CORPS OF ENGINEERS LEVY PUMP STATIO","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0009",46.417778,-117.018611,"WGS84",225,"COMMERCIAL","URBAN AND CENTER CITY","1981-01-01","","","","","","","",-8,"Nez Perce Tribe, Idaho","","STATE OFFICE BLDG/1118 F ST","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","0010",46.404051,-117.021268,"WGS84",880,"RESIDENTIAL","SUBURBAN","1988-09-30","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","1409 8TH STREET","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0011",46.422065,-117.029962,"WGS84",0,"COMMERCIAL","URBAN AND CENTER CITY","1994-12-21","2002-06-30","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","MAXIMUM CONCENTRATION SITE FROM PREVIOUS SATURATION STUDY.","BELL BLDG/3RD AND 'D' ST","","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","","2024-11-20"
"16","069","0012",46.408352,-116.992533,"WGS84",284.988,"RESIDENTIAL","SUBURBAN","2001-03-16","","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","Lewiston","1200 29TH STREET","83501","Idaho","Nez Perce","Lewiston","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","0013",46.3972,-116.8062,"WGS84",339.14,"RESIDENTIAL","RURAL","2003-04-24","","","","","","","",-7,"Nez Perce Tribe, Idaho","Lapwai","260 BEVER GRADE, LAPWAI","","Idaho","Nez Perce","Not in a City","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","0014",46.335,-116.5359,"WGS84",1076.81,"AGRICULTURAL","RURAL","2002-06-02","","","","","","","",-7,"Nez Perce Tribe, Idaho","","WEST SIDE REUBENS-GIFFORD RD, REUBENS","","Idaho","Nez Perce","Not in a city","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","0222",46.438089,-116.905182,"WGS84",235.53,"COMMERCIAL","RURAL","2006-05-01","","","","","","","",-8,"Nez Perce Tribe, Idaho","","17500 NEZ PERCE ROAD","","Idaho","Nez Perce","Not in a city","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","5501",46.40117,-116.80731,"WGS84",0,"COMMERCIAL","URBAN AND CENTER CITY","2009-09-08","","","","","","","",-8,"US EPA/OAQPS","Lapwai High School","404 South Main Street","83540","Idaho","Nez Perce","Lapwai","Lewiston, ID-WA","Nez Perce Tribe, Idaho","2024-11-20"
"16","069","5502",46.3999,-116.80129,"WGS84",328,"RESIDENTIAL","RURAL","2011-06-09","","","","","","","",-8,"Nez Perce Tribe, Idaho","ERWM","109 Lolo St., Lapwai, ID  83540","83540","Idaho","Nez Perce","Not in a City","Lewiston, ID-WA","","2024-11-20"
"16","073","8001",43.204881,-116.750127,"WGS84",1198,"AGRICULTURAL","RURAL","1989-01-01","1996-12-31","","","","ON-SITE MET EQUIP","","",-7,"US EPA National Exposure Research Lab","TICKBORNE DISEASE CENTER","USDA ARS TICKBORNE DISEASE CENTER","","Idaho","Owyhee","Not in a City","Boise City, ID","","2024-11-20"
"16","077","0001",42.782967,-112.855294,"WGS84",1342,"COMMERCIAL","URBAN AND CENTER CITY","1970-01-01","1971-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","IDAHO STREET","83211","Idaho","Power","American Falls","Pocatello, ID","","2024-11-20"
"16","077","0003",42.919081,-112.53026,"WGS84",1351,"INDUSTRIAL","SUBURBAN","1977-01-01","1988-01-01","","","","","","",-7,"J.R. Simplot Company","","ROWLAND DAIRY","","Idaho","Power","Not in a city","Pocatello, ID","","2024-11-20"
"16","077","0004",42.911023,-112.526674,"WGS84",1346,"INDUSTRIAL","SUBURBAN","1977-01-01","1979-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","GRAVEL PIT NEAR HWY 30 & 15 INTERSECTION","83204","Idaho","Power","Not in a City","Pocatello, ID","","2024-11-20"
"16","077","0005",42.906579,-112.551675,"WGS84",1364,"AGRICULTURAL","RURAL","1970-01-01","1971-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","HIGHWAY 30 (POCATELLO)","83204","Idaho","Power","Arbon Valley","Pocatello, ID","","2024-11-20"
"16","077","0006",42.910583,-112.535579,"WGS84",1356,"INDUSTRIAL","RURAL","1996-10-08","1997-12-31","","","","","","",-7,"Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","30 METERS N OF HWY 30 ON WEST SIDE FORT HALL RESERVATION/BOUNDARY","HWY 30-EAST OF PILOT HOUSE CAFE","","Idaho","Power","Not in a City","Pocatello, ID","Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","2024-11-20"
"16","077","0007",42.909266,-112.539087,"WGS84",1356,"INDUSTRIAL","RURAL","1996-10-08","1997-12-31","","","","","","",-7,"Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","15 METERS N OF HWY 30, 100 METERS W OF PRIMARY SITE","HWY 30 WEST OF PILOT HOUSE CAFE","","Idaho","Power","Not in a City","Pocatello, ID","Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","2024-11-20"
"16","077","0008",42.879468,-112.572888,"WGS84",1405,"INDUSTRIAL","RURAL","1996-10-08","1997-12-31","","","","","","",-7,"Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","3 KILOMETERS S OF HWY 30, OFF MICHAUD CREEK ROAD","3 KILOMETER MARK ON MICHAUD CREEK ROAD","","Idaho","Power","Not in a City","Pocatello, ID","Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","2024-11-20"
"16","077","0009",42.9125,-112.535556,"WGS84",1356,"INDUSTRIAL","RURAL","1996-10-08","2000-01-31","","","","","","",-7,"Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","BACKGROUND PARTICULATE MONITORING SITE","MICHAUD CREEK RD AND FMC PLANT ROAD","","Idaho","Power","Not in a City","Pocatello, ID","Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","2024-11-20"
"16","077","0010",42.911111,-112.539167,"WGS84",1356,"INDUSTRIAL","RURAL","1996-10-08","2003-04-01","","","","","","",-7,"Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","SHO-BAN PARTICULATE MONITORING SITE","S OF HWY 30 AND W OF WEAVER RD","","Idaho","Power","Not in a City","Pocatello, ID","Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","2024-11-20"
"16","077","0011",42.9125,-112.535556,"WGS84",1356,"INDUSTRIAL","RURAL","1996-10-08","2010-01-12","","","","","","",-7,"Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","PRIMARY PARTICULATE AND METEOROLOGICAL MONITORING SITE","S OF HWY 30 AND E OF WEAVER RD","","Idaho","Power","Not in a City","Pocatello, ID","Shoshone-Bannock Tribes of Fort Hall Reservation of Idaho","2024-11-20"
"16","079","0001",47.516315,-116.018219,"WGS84",841,"RESIDENTIAL","SUBURBAN","1977-03-01","1988-01-01","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","CAMERON DRIVE, NR. RIO VISTA INTERSECTIO","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0002",47.529923,-116.13211,"WGS84",747,"RESIDENTIAL","SUBURBAN","1976-01-01","1981-12-31","","","","","","",-7,"Engineering Science, Inc","","ON RIDGE 100 METERS W OF CITY HALL SITE","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0003",47.540781,-116.238501,"WGS84",0,"COMMERCIAL","URBAN AND CENTER CITY","1998-11-01","1999-08-08","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","NEPHELOMETER LOCATED AT FIRE STATION IN DOWNTOWN PINEHURST","8 NORTH DIVISION STREET, PINEHURST, ID","","Idaho","Shoshone","Not in a City","","","2024-11-20"
"16","079","0004",47.532423,-116.122943,"WGS84",713,"INDUSTRIAL","URBAN AND CENTER CITY","1970-01-01","1980-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","CITY HALL 14 W MARKET STREET","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0006",47.543056,-116.1275,"WGS84",701,"INDUSTRIAL","SUBURBAN","1971-01-01","2002-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","MEDICAL CLINIC/204 OREGON","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0007",47.537644,-116.154088,"WGS84",772,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","SMELTER HEIGHTS","83837","Idaho","Shoshone","Not in a City","","","2024-11-20"
"16","079","0008",47.545977,-116.136588,"WGS84",700,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","KELLOGG JR HI SCH 800 BUNKER AVE","83837","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0009",47.540977,-116.150476,"WGS84",711,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","ROSS OIL CO 1731 MCKINLEY AVE PO BOX 599","83837","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0010",47.539866,-116.119087,"WGS84",706,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","IDAHO COMM SER CENTER 108 W RIVERSIDE AV","83837","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0011",47.543256,-116.127944,"WGS84",701,"INDUSTRIAL","URBAN AND CENTER CITY","1975-01-01","1981-07-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","101 W RIVERSIDE","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0012",47.536867,-116.127943,"WGS84",701,"INDUSTRIAL","URBAN AND CENTER CITY","1975-01-01","1981-12-31","","","","","","",-7,"Engineering Science, Inc","","WASH WTR PWR OFF 120 N HILL","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0015",47.549641,-116.294614,"WGS84",695,"RESIDENTIAL","RURAL","1978-01-01","1980-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","IDAHO DEPT OF LANDS KINGSTON IDAHO","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0016",47.474095,-115.925994,"WGS84",836,"RESIDENTIAL","URBAN AND CENTER CITY","1974-01-01","1980-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","WALLACE POST OFFICE (WALLACE)","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0017",47.536389,-116.236667,"WGS84",671,"RESIDENTIAL","URBAN AND CENTER CITY","1974-01-01","","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","Pinehurst","PINEHURST/PINEHURST SCHOOL, PINEHURST","","Idaho","Shoshone","Pinehurst (Pine Creek)","","","2024-11-20"
"16","079","0018",47.47098,-115.800186,"WGS84",999,"RESIDENTIAL","URBAN AND CENTER CITY","1974-01-01","1976-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","(MULLAN)","83846","Idaho","Shoshone","Mullan","","","2024-11-20"
"16","079","0019",47.547087,-116.32326,"WGS84",671,"RESIDENTIAL","URBAN AND CENTER CITY","1974-01-01","1979-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","(CATALOO)","83839","Idaho","Shoshone","Not in a City","","","2024-11-20"
"16","079","0020",47.509094,-116.004886,"WGS84",780,"RESIDENTIAL","URBAN AND CENTER CITY","1974-01-01","1985-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","OSBURN RADIO STATION (OSBURN)","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0021",47.534644,-116.167944,"WGS84",701,"INDUSTRIAL","SUBURBAN","1973-01-01","1987-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","SIVERKING SCHOOL/GOV GULCH, SMELTERVILLE","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0022",47.542644,-116.174922,"WGS84",686,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","LARSON RESIDENCE 108 A ST (SMELTERVILLE)","83837","Idaho","Shoshone","Smelterville","","","2024-11-20"
"16","079","0023",47.534866,-116.206867,"WGS84",712,"INDUSTRIAL","RURAL","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","GEORGE RESIDENCE BOX 412 (PAGE)","83837","Idaho","Shoshone","Not in a City","","","2024-11-20"
"16","079","0024",47.542922,-116.184922,"WGS84",686,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","MILHOLLAND RES 710 WASH ST (SMELTERVILLE","83837","Idaho","Shoshone","Smelterville","","","2024-11-20"
"16","079","0025",47.547644,-116.189644,"WGS84",687,"INDUSTRIAL","SUBURBAN","1974-01-01","1975-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","SHOSHONE COUNTY AIRPORT","83837","Idaho","Shoshone","Not in a City","","","2024-11-20"
"16","079","0026",47.544643,-116.187112,"WGS84",675,"RESIDENTIAL","URBAN AND CENTER CITY","1975-01-01","1981-07-01","","","","","","",-7,"Engineering Science, Inc","","TWO MILES WEST OF SMELTERVILLE","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0027",47.542978,-116.177667,"WGS84",683,"INDUSTRIAL","URBAN AND CENTER CITY","1978-01-01","1980-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","SE CORNER OF OLD US HIWAY 10 AND D STREE","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0028",47.525481,-116.069054,"WGS84",24,"UNKNOWN","UNKNOWN","1980-01-01","1981-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","SHOSHONE GOLF COURSE GOLD RUN MTN KELLOG","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","0029",47.507729,-116.002345,"WGS84",0,"FOREST","RURAL","1991-11-02","1999-07-06","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","OSBURN RADIO STN/120 1ST ST, OSBURN","","Idaho","Shoshone","Not in a City","","","2024-11-20"
"16","079","0901",47.439921,-116.16933,"WGS84",0,"INDUSTRIAL","SUBURBAN","1973-01-01","1988-01-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","SILVER KING SCHOOL","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0902",47.4427,-116.158219,"WGS84",0,"INDUSTRIAL","SUBURBAN","1973-01-01","1988-01-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","SMELTER HEIGHTS","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0903",47.445201,-116.130441,"WGS84",0,"INDUSTRIAL","SUBURBAN","1973-01-01","1988-01-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","3RD & GOLD STREET","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","0904",47.462145,-116.138775,"WGS84",0,"INDUSTRIAL","SUBURBAN","1973-01-01","1988-01-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","KELLOGG JR HIGH SCHOOL","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","079","1004",47.54181,-116.1877,"WGS84",686,"INDUSTRIAL","URBAN AND CENTER CITY","1971-01-01","1978-12-31","","","","","","",-8,"Idaho Department Of Health And Welfare-Environment Division","","CITY HALL MAIN ST (SMELTERVILLE)","83837","Idaho","Shoshone","Smelterville","","","2024-11-20"
"16","079","9001",47.545478,-116.174334,"WGS84",680,"INDUSTRIAL","RURAL","1987-10-27","1988-11-08","","","","ON-SITE MET EQUIP","","",-8,"Air Sciences Incorporated","","S SMELTERVILLE EXIT ROAD","","Idaho","Shoshone","Not in a city","","","2024-11-20"
"16","079","9002",47.543812,-116.134056,"WGS84",699,"COMMERCIAL","RURAL","1987-10-27","1988-11-08","","","","","","",-8,"Air Sciences Incorporated",""," 800 BUNKER AVENUE","","Idaho","Shoshone","Kellogg (Kellogg-Wardner)","","","2024-11-20"
"16","083","0001",42.555467,-114.462538,"WGS84",1141,"COMMERCIAL","URBAN AND CENTER CITY","1968-01-01","1981-12-31","","","","","","",-7,"Engineering Science, Inc","","CITY HALL 321 2ND AVENUE","","Idaho","Twin Falls","Twin Falls","Twin Falls, ID","","2024-11-20"
"16","083","0002",42.593789,-114.490064,"WGS84",1141,"COMMERCIAL","SUBURBAN","1972-01-01","1973-12-31","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","634 ADDISON AVE W","83301","Idaho","Twin Falls","Not in a City","Twin Falls, ID","","2024-11-20"
"16","083","0003",42.547691,-114.353089,"WGS84",1189,"AGRICULTURAL","RURAL","1985-12-03","1989-01-17","","","","ON-SITE MET EQUIP","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","U. OF IDAHO RESEARCH CENTER","","Idaho","Twin Falls","Twin Falls","Twin Falls, ID","","2024-11-20"
"16","083","0004",42.528111,-114.301787,"WGS84",7,"AGRICULTURAL","RURAL","1989-02-21","1992-02-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","","HANSEN SCHOOL /208 S MAIN HANSEN","","Idaho","Twin Falls","Not in a city","Twin Falls, ID","","2024-11-20"
"16","083","0005",42.563894,-114.459475,"WGS84",0,"COMMERCIAL","URBAN AND CENTER CITY","1994-12-01","2002-07-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","ROOF OF LARGE RETAIL STORE IN CENTRAL TWIN FALLS","TWIN FALLS/1139 ADDISON AVE","","Idaho","Twin Falls","Twin Falls","Twin Falls, ID","","2024-11-20"
"16","083","0006",42.145572,-115.0145,"WGS84",1707,"DESERT","RURAL","1998-12-13","2002-07-01","","","","","","",-7,"Idaho Department Of Health And Welfare-Environment Division","BACKGROUND SITE IN REMOTE HIGH DESERT AREA WEST OF ROGERSON, ID","SWAN RANCH-35.4 KM SW OF ROGERSON, ID","","Idaho","Twin Falls","Not in a City","Twin Falls, ID","","2024-11-20"
